Batter,Bowler,Balls Faced,Runs Scored (Batter),Total Runs (Incl. Extras),Wickets Taken,Strike Rate,Dismissal Rate
SE Rutherford,Ashwani Kumar,11,20,20,0,181.8181818181818,0.0
SE Rutherford,Avesh Khan,8,18,18,0,225.0,0.0
SE Rutherford,B Kumar,4,8,8,0,200.0,0.0
SE Rutherford,CV Varun,10,15,15,0,150.0,0.0
SE Rutherford,DL Chahar,2,0,0,2,0.0,100.0
SE Rutherford,DS Rathi,2,2,2,0,100.0,0.0
SE Rutherford,HH Pandya,4,2,4,0,50.0,0.0
SE Rutherford,JJ Bumrah,6,4,4,0,66.66666666666666,0.0
SE Rutherford,JR Hazlewood,5,11,11,0,220.00000000000003,0.0
SE Rutherford,KH Pandya,3,8,8,0,266.66666666666663,0.0
SE Rutherford,KK Ahmed,2,0,0,0,0.0,0.0
SE Rutherford,Kuldeep Yadav,12,17,18,0,141.66666666666669,0.0
SE Rutherford,LS Livingstone,3,1,1,0,33.33333333333333,0.0
SE Rutherford,M Jansen,4,6,7,0,150.0,0.0
SE Rutherford,M Theekshana,2,7,7,0,350.0,0.0
SE Rutherford,MM Sharma,7,17,17,0,242.85714285714283,0.0
SE Rutherford,MP Stoinis,6,17,17,0,283.33333333333337,0.0
SE Rutherford,Mohammed Shami,6,5,6,0,83.33333333333334,0.0
SE Rutherford,Mukesh Kumar,8,6,8,1,75.0,12.5
SE Rutherford,Navdeep Saini,2,1,2,0,50.0,0.0
SE Rutherford,PJ Cummins,3,11,11,0,366.6666666666666,0.0
SE Rutherford,PVSN Raju,5,8,10,0,160.0,0.0
SE Rutherford,R Ashwin,6,2,4,0,33.33333333333333,0.0
SE Rutherford,RJ Gleeson,4,13,13,0,325.0,0.0
SE Rutherford,Rasikh Salam,3,2,2,0,66.66666666666666,0.0
SE Rutherford,Ravi Bishnoi,4,2,2,0,50.0,0.0
SE Rutherford,SN Thakur,8,6,8,1,75.0,12.5
SE Rutherford,SP Narine,12,6,6,0,50.0,0.0
SE Rutherford,Sandeep Sharma,1,0,0,1,0.0,100.0
SE Rutherford,Shahbaz Ahmed,9,16,17,0,177.77777777777777,0.0
SE Rutherford,TG Southee,9,2,2,1,22.22222222222222,11.11111111111111
SE Rutherford,UT Yadav,6,3,7,0,50.0,0.0
SE Rutherford,V Nigam,9,3,7,0,33.33333333333333,0.0
SE Rutherford,Vijaykumar Vyshak,18,14,19,0,77.77777777777779,0.0
SE Rutherford,W O'Rourke,6,6,6,1,100.0,16.666666666666664
SE Rutherford,WG Jacks,7,14,15,0,200.0,0.0
SE Rutherford,YS Chahal,3,2,2,0,66.66666666666666,0.0
SE Rutherford,Zeeshan Ansari,2,2,2,0,100.0,0.0
SH Johnson,JR Hazlewood,1,1,1,0,100.0,0.0
SH Johnson,M Pathirana,2,1,1,0,50.0,0.0
SH Johnson,Mukesh Kumar,1,1,1,0,100.0,0.0
SH Johnson,Mustafizur Rahman,3,4,5,0,133.33333333333331,0.0
SH Johnson,TA Boult,1,0,0,0,0.0,0.0
SH Johnson,V Puthur,2,1,1,0,50.0,0.0
SH Johnson,Yash Thakur,1,0,0,0,0.0,0.0
SK Raina,A Mishra,9,20,20,0,222.22222222222223,0.0
SK Raina,C Sakariya,5,1,2,1,20.0,20.0
SK Raina,CH Morris,2,0,0,0,0.0,0.0
SK Raina,CR Woakes,5,4,4,0,80.0,0.0
SK Raina,DT Christian,4,4,5,0,100.0,0.0
SK Raina,HV Patel,5,1,2,1,20.0,20.0
SK Raina,JD Unadkat,3,6,6,0,200.0,0.0
SK Raina,JJ Bumrah,1,0,0,0,0.0,0.0
SK Raina,JO Holder,2,1,1,1,50.0,50.0
SK Raina,KA Pollard,3,2,2,1,66.66666666666666,33.33333333333333
SK Raina,KK Ahmed,3,2,2,0,66.66666666666666,0.0
SK Raina,LH Ferguson,3,3,4,0,100.0,0.0
SK Raina,M Ashwin,3,5,5,0,166.66666666666669,0.0
SK Raina,M Markande,3,2,2,0,66.66666666666666,0.0
SK Raina,MP Stoinis,5,9,9,0,180.0,0.0
SK Raina,Mohammed Shami,2,2,2,1,100.0,50.0
SK Raina,Mohammed Siraj,1,1,1,0,100.0,0.0
SK Raina,Mustafizur Rahman,2,0,1,0,0.0,0.0
SK Raina,Navdeep Saini,3,7,7,0,233.33333333333331,0.0
SK Raina,PWH de Silva,4,10,10,0,250.0,0.0
SK Raina,R Ashwin,11,17,18,0,154.54545454545453,0.0
SK Raina,R Parag,2,8,8,0,400.0,0.0
SK Raina,R Tewatia,5,4,4,1,80.0,20.0
SK Raina,RP Meredith,5,1,2,0,20.0,0.0
SK Raina,Rashid Khan,2,1,2,0,50.0,0.0
SK Raina,S Kaul,10,10,10,0,100.0,0.0
SK Raina,SP Narine,3,7,7,0,233.33333333333331,0.0
SK Raina,Sandeep Sharma,2,5,5,0,250.0,0.0
SK Raina,TA Boult,6,4,4,1,66.66666666666666,16.666666666666664
SK Raina,TK Curran,6,4,4,0,66.66666666666666,0.0
SK Raina,VR Iyer,1,1,1,0,100.0,0.0
SK Raina,Washington Sundar,5,6,6,0,120.0,0.0
SK Raina,YS Chahal,7,12,12,0,171.42857142857142,0.0
SK Rasheed,Akash Deep,5,12,12,0,240.0,0.0
SK Rasheed,Arshdeep Singh,11,11,13,1,100.0,9.090909090909092
SK Rasheed,Ashwani Kumar,1,1,1,0,100.0,0.0
SK Rasheed,Avesh Khan,2,0,0,1,0.0,50.0
SK Rasheed,B Kumar,3,1,1,0,33.33333333333333,0.0
SK Rasheed,DL Chahar,13,14,14,0,107.6923076923077,0.0
SK Rasheed,DS Rathi,7,5,7,0,71.42857142857143,0.0
SK Rasheed,KH Pandya,3,2,2,1,66.66666666666666,33.33333333333333
SK Rasheed,M Jansen,3,0,0,0,0.0,0.0
SK Rasheed,MJ Santner,6,4,5,1,66.66666666666666,16.666666666666664
SK Rasheed,Mohammed Shami,1,0,0,1,0.0,100.0
SK Rasheed,SN Thakur,7,10,10,0,142.85714285714286,0.0
SK Rasheed,Yash Dayal,5,11,11,0,220.00000000000003,0.0
SM Curran,A Nortje,2,4,4,1,200.0,50.0
SM Curran,A Zampa,10,9,9,0,90.0,0.0
SM Curran,AR Patel,16,19,19,0,118.75,0.0
SM Curran,AS Joseph,6,4,6,0,66.66666666666666,0.0
SM Curran,Arjun Tendulkar,4,11,12,0,275.0,0.0
SM Curran,Arshdeep Singh,8,1,3,0,12.5,0.0
SM Curran,Avesh Khan,13,20,20,0,153.84615384615387,0.0
SM Curran,Azmatullah Omarzai,16,28,28,1,175.0,6.25
SM Curran,B Kumar,2,0,0,0,0.0,0.0
SM Curran,C Green,14,27,27,0,192.8571428571429,0.0
SM Curran,C Sakariya,4,11,11,0,275.0,0.0
SM Curran,CH Morris,1,1,1,0,100.0,0.0
SM Curran,CR Woakes,3,5,5,1,166.66666666666669,33.33333333333333
SM Curran,CV Varun,12,13,14,0,108.33333333333331,0.0
SM Curran,G Coetzee,4,5,11,0,125.0,0.0
SM Curran,GJ Maxwell,5,5,5,0,100.0,0.0
SM Curran,HR Shokeen,6,11,12,0,183.3333333333333,0.0
SM Curran,HV Patel,6,2,2,1,33.33333333333333,16.666666666666664
SM Curran,Harpreet Brar,4,8,8,0,200.0,0.0
SM Curran,JC Archer,8,14,15,1,175.0,12.5
SM Curran,JD Unadkat,5,9,9,0,180.0,0.0
SM Curran,JJ Bumrah,4,1,1,1,25.0,25.0
SM Curran,JO Holder,2,1,1,0,50.0,0.0
SM Curran,K Gowtham,2,2,2,0,100.0,0.0
SM Curran,KA Maharaj,4,3,3,1,75.0,25.0
SM Curran,KH Pandya,7,12,13,0,171.42857142857142,0.0
SM Curran,KK Ahmed,9,5,6,1,55.55555555555556,11.11111111111111
SM Curran,KR Sen,5,2,2,0,40.0,0.0
SM Curran,KV Sharma,3,3,3,0,100.0,0.0
SM Curran,Kuldeep Yadav,19,15,16,0,78.94736842105263,0.0
SM Curran,L Ngidi,3,0,0,1,0.0,33.33333333333333
SM Curran,LH Ferguson,7,11,11,2,157.14285714285714,28.57142857142857
SM Curran,LS Livingstone,4,3,3,1,75.0,25.0
SM Curran,M Jansen,15,23,26,1,153.33333333333334,6.666666666666667
SM Curran,M Markande,4,4,4,1,100.0,25.0
SM Curran,M Pathirana,6,6,6,1,100.0,16.666666666666664
SM Curran,M Prasidh Krishna,1,1,1,0,100.0,0.0
SM Curran,M Theekshana,7,10,12,0,142.85714285714286,0.0
SM Curran,MM Ali,3,2,2,0,66.66666666666666,0.0
SM Curran,MM Sharma,16,10,11,1,62.5,6.25
SM Curran,MR Marsh,17,31,32,0,182.35294117647055,0.0
SM Curran,Mayank Dagar,2,3,3,0,150.0,0.0
SM Curran,Mohammed Shami,8,13,14,0,162.5,0.0
SM Curran,Mohammed Siraj,7,3,5,0,42.85714285714285,0.0
SM Curran,Mohsin Khan,1,0,0,1,0.0,100.0
SM Curran,Mukesh Kumar,2,7,7,0,350.0,0.0
SM Curran,Mustafizur Rahman,9,5,9,1,55.55555555555556,11.11111111111111
SM Curran,Naman Dhir,4,2,2,0,50.0,0.0
SM Curran,Navdeep Saini,6,7,8,0,116.66666666666669,0.0
SM Curran,Naveen-ul-Haq,4,6,7,1,150.0,25.0
SM Curran,Nithish Kumar Reddy,8,13,13,0,162.5,0.0
SM Curran,Noor Ahmad,6,5,5,0,83.33333333333334,0.0
SM Curran,P Dubey,11,8,9,1,72.72727272727273,9.090909090909092
SM Curran,PJ Cummins,6,2,2,0,33.33333333333333,0.0
SM Curran,PP Chawla,2,0,0,0,0.0,0.0
SM Curran,PWH de Silva,1,1,1,0,100.0,0.0
SM Curran,R Ashwin,14,15,15,0,107.14285714285714,0.0
SM Curran,RA Jadeja,13,16,16,1,123.07692307692308,7.6923076923076925
SM Curran,RJ Gleeson,9,10,12,0,111.11111111111111,0.0
SM Curran,RP Meredith,3,4,4,0,133.33333333333331,0.0
SM Curran,Rashid Khan,16,16,16,1,100.0,6.25
SM Curran,Ravi Bishnoi,5,9,9,1,180.0,20.0
SM Curran,SN Thakur,8,15,16,0,187.5,0.0
SM Curran,SP Narine,8,5,5,1,62.5,12.5
SM Curran,Sandeep Sharma,15,18,20,0,120.0,0.0
SM Curran,Simarjeet Singh,6,4,4,0,66.66666666666666,0.0
SM Curran,Sumit Kumar,2,5,5,0,250.0,0.0
SM Curran,Suryansh Shedge,13,34,35,0,261.53846153846155,0.0
SM Curran,Suyash Sharma,5,3,3,1,60.0,20.0
SM Curran,Swapnil Singh,4,6,6,0,150.0,0.0
SM Curran,T Natarajan,10,9,9,1,90.0,10.0
SM Curran,TA Boult,3,6,6,0,200.0,0.0
SM Curran,TG Southee,4,10,10,0,250.0,0.0
SM Curran,TK Curran,8,22,23,0,275.0,0.0
SM Curran,V Puthur,1,1,1,0,100.0,0.0
SM Curran,Vijaykumar Vyshak,4,5,5,1,125.0,25.0
SM Curran,WG Jacks,4,1,1,1,25.0,25.0
SM Curran,Washington Sundar,3,5,5,0,166.66666666666669,0.0
SM Curran,YS Chahal,29,60,61,0,206.89655172413796,0.0
SM Curran,Yash Dayal,10,10,12,1,100.0,10.0
SN Khan,AJ Hosein,2,2,2,0,100.0,0.0
SN Khan,AJ Tye,5,3,3,0,60.0,0.0
SN Khan,AS Joseph,6,4,4,0,66.66666666666666,0.0
SN Khan,Abhishek Sharma,2,1,1,0,50.0,0.0
SN Khan,Arshdeep Singh,5,6,6,1,120.0,20.0
SN Khan,Avesh Khan,9,17,17,0,188.88888888888889,0.0
SN Khan,HH Pandya,11,9,13,0,81.81818181818183,0.0
SN Khan,Harpreet Brar,5,14,14,0,280.0,0.0
SN Khan,J Little,4,4,4,0,100.0,0.0
SN Khan,JJ Bumrah,2,6,6,0,300.0,0.0
SN Khan,JO Holder,8,6,8,0,75.0,0.0
SN Khan,K Rabada,4,1,1,0,25.0,0.0
SN Khan,KH Pandya,4,5,5,0,125.0,0.0
SN Khan,LS Livingstone,2,3,3,0,150.0,0.0
SN Khan,M Jansen,5,7,7,0,140.0,0.0
SN Khan,M Markande,8,5,5,1,62.5,12.5
SN Khan,M Prasidh Krishna,2,1,1,0,50.0,0.0
SN Khan,MA Wood,6,0,1,1,0.0,16.666666666666664
SN Khan,Mohammed Shami,2,1,1,0,50.0,0.0
SN Khan,NT Ellis,4,2,3,0,50.0,0.0
SN Khan,R Ashwin,1,0,0,1,0.0,100.0
SN Khan,R Dhawan,3,9,9,0,300.0,0.0
SN Khan,RD Chahar,7,9,9,0,128.57142857142858,0.0
SN Khan,RP Meredith,2,2,2,0,100.0,0.0
SN Khan,Rashid Khan,8,8,8,1,100.0,12.5
SN Khan,Ravi Bishnoi,6,9,9,0,150.0,0.0
SN Khan,SN Thakur,3,0,0,1,0.0,33.33333333333333
SN Khan,T Natarajan,4,6,6,1,150.0,25.0
SN Khan,Washington Sundar,1,0,0,1,0.0,100.0
SN Khan,YS Chahal,1,0,0,1,0.0,100.0
SN Khan,Yash Dayal,3,4,4,0,133.33333333333331,0.0
SN Thakur,Akash Deep,5,16,16,0,320.0,0.0
SN Thakur,Arshdeep Singh,7,6,6,1,85.71428571428571,14.285714285714285
SN Thakur,B Kumar,8,13,14,0,162.5,0.0
SN Thakur,Basil Thampi,2,1,1,1,50.0,50.0
SN Thakur,D Jansen,3,6,6,0,200.0,0.0
SN Thakur,DJ Bravo,6,9,10,1,150.0,16.666666666666664
SN Thakur,DJ Willey,4,5,5,0,125.0,0.0
SN Thakur,DR Sams,3,7,7,0,233.33333333333331,0.0
SN Thakur,HR Shokeen,5,4,4,1,80.0,20.0
SN Thakur,HV Patel,12,19,20,1,158.33333333333331,8.333333333333332
SN Thakur,JJ Bumrah,8,16,16,0,200.0,0.0
SN Thakur,JR Hazlewood,1,0,0,1,0.0,100.0
SN Thakur,K Rabada,2,2,2,0,100.0,0.0
SN Thakur,KV Sharma,6,12,12,0,200.0,0.0
SN Thakur,Kuldeep Yadav,2,0,0,1,0.0,50.0
SN Thakur,LH Ferguson,1,0,0,0,0.0,0.0
SN Thakur,M Ashwin,1,1,1,0,100.0,0.0
SN Thakur,M Markande,2,2,2,0,100.0,0.0
SN Thakur,M Pathirana,6,6,8,1,100.0,16.666666666666664
SN Thakur,M Theekshana,7,10,10,0,142.85714285714286,0.0
SN Thakur,MG Bracewell,4,14,14,0,350.0,0.0
SN Thakur,MM Ali,3,2,2,0,66.66666666666666,0.0
SN Thakur,MM Sharma,3,2,2,0,66.66666666666666,0.0
SN Thakur,Mohammed Shami,4,0,0,1,0.0,25.0
SN Thakur,Mohammed Siraj,9,12,13,1,133.33333333333331,11.11111111111111
SN Thakur,Mohsin Khan,2,1,1,1,50.0,50.0
SN Thakur,Mukesh Choudhary,2,2,2,0,100.0,0.0
SN Thakur,Mustafizur Rahman,1,1,2,0,100.0,0.0
SN Thakur,Naveen-ul-Haq,3,2,2,0,66.66666666666666,0.0
SN Thakur,Nithish Kumar Reddy,2,4,5,1,200.0,50.0
SN Thakur,PJ Cummins,6,15,15,0,250.0,0.0
SN Thakur,PP Chawla,2,2,2,0,100.0,0.0
SN Thakur,PWH de Silva,2,7,7,0,350.0,0.0
SN Thakur,R Ashwin,2,2,2,0,100.0,0.0
SN Thakur,RD Chahar,5,5,6,0,100.0,0.0
SN Thakur,RP Meredith,1,1,1,0,100.0,0.0
SN Thakur,Ramandeep Singh,4,2,3,1,50.0,25.0
SN Thakur,Rashid Khan,7,3,8,2,42.85714285714285,28.57142857142857
SN Thakur,Ravi Bishnoi,2,1,1,0,50.0,0.0
SN Thakur,SM Curran,5,18,18,0,360.0,0.0
SN Thakur,SP Narine,5,4,4,0,80.0,0.0
SN Thakur,SS Iyer,5,1,1,0,20.0,0.0
SN Thakur,Simarjeet Singh,1,1,1,0,100.0,0.0
SN Thakur,T Natarajan,3,5,5,1,166.66666666666669,33.33333333333333
SN Thakur,TA Boult,4,12,12,1,300.0,25.0
SN Thakur,TG Southee,4,4,4,0,100.0,0.0
SN Thakur,TK Curran,2,0,1,1,0.0,50.0
SN Thakur,UT Yadav,5,14,14,0,280.0,0.0
SN Thakur,Umran Malik,1,0,0,1,0.0,100.0
SN Thakur,VR Iyer,2,2,2,0,100.0,0.0
SN Thakur,YS Chahal,5,2,2,1,40.0,20.0
SN Thakur,Yash Dayal,2,1,1,0,50.0,0.0
SN Thakur,Yash Thakur,2,0,1,1,0.0,50.0
SO Hetmyer,A Badoni,4,4,4,0,100.0,0.0
SO Hetmyer,A Nortje,9,17,18,0,188.88888888888889,0.0
SO Hetmyer,A Zampa,8,18,19,0,225.0,0.0
SO Hetmyer,AD Russell,8,21,22,0,262.5,0.0
SO Hetmyer,AK Markram,5,2,3,0,40.0,0.0
SO Hetmyer,AS Joseph,10,30,30,0,300.0,0.0
SO Hetmyer,Abhishek Sharma,3,1,1,1,33.33333333333333,33.33333333333333
SO Hetmyer,Akash Deep,2,7,7,0,350.0,0.0
SO Hetmyer,Akash Singh,3,8,8,0,266.66666666666663,0.0
SO Hetmyer,Arshad Khan,2,6,6,1,300.0,50.0
SO Hetmyer,Arshdeep Singh,33,47,50,1,142.42424242424244,3.0303030303030303
SO Hetmyer,Avesh Khan,9,18,18,2,200.0,22.22222222222222
SO Hetmyer,Azmatullah Omarzai,6,8,8,1,133.33333333333331,16.666666666666664
SO Hetmyer,B Kumar,20,34,37,1,170.0,5.0
SO Hetmyer,C Green,6,9,9,0,150.0,0.0
SO Hetmyer,C Sakariya,5,11,11,0,220.00000000000003,0.0
SO Hetmyer,CJ Jordan,1,0,0,0,0.0,0.0
SO Hetmyer,CV Varun,14,13,14,1,92.85714285714286,7.142857142857142
SO Hetmyer,DJ Bravo,18,25,30,1,138.88888888888889,5.555555555555555
SO Hetmyer,DJ Willey,2,0,1,1,0.0,50.0
SO Hetmyer,DL Chahar,4,2,3,0,50.0,0.0
SO Hetmyer,DR Sams,8,3,10,0,37.5,0.0
SO Hetmyer,DT Christian,6,11,11,0,183.3333333333333,0.0
SO Hetmyer,Fazalhaq Farooqi,6,10,10,0,166.66666666666669,0.0
SO Hetmyer,GHS Garton,1,1,1,0,100.0,0.0
SO Hetmyer,GJ Maxwell,5,4,4,1,80.0,20.0
SO Hetmyer,HH Pandya,15,19,20,1,126.66666666666666,6.666666666666667
SO Hetmyer,HV Patel,41,55,58,1,134.14634146341464,2.4390243902439024
SO Hetmyer,Harpreet Brar,2,1,1,0,50.0,0.0
SO Hetmyer,Harshit Rana,6,2,3,2,33.33333333333333,33.33333333333333
SO Hetmyer,J Little,4,3,3,0,75.0,0.0
SO Hetmyer,J Yadav,5,12,12,0,240.0,0.0
SO Hetmyer,JC Archer,5,0,0,0,0.0,0.0
SO Hetmyer,JD Unadkat,1,4,4,0,400.0,0.0
SO Hetmyer,JO Holder,7,24,24,0,342.85714285714283,0.0
SO Hetmyer,JR Hazlewood,12,15,15,1,125.0,8.333333333333332
SO Hetmyer,K Gowtham,14,14,16,0,100.0,0.0
SO Hetmyer,K Khejroliya,7,8,8,0,114.28571428571428,0.0
SO Hetmyer,K Rabada,5,12,12,0,240.0,0.0
SO Hetmyer,KA Jamieson,8,23,23,0,287.5,0.0
SO Hetmyer,KA Pollard,10,26,32,0,260.0,0.0
SO Hetmyer,KH Pandya,6,10,10,0,166.66666666666669,0.0
SO Hetmyer,KK Ahmed,4,7,8,1,175.0,25.0
SO Hetmyer,KV Sharma,6,19,19,1,316.66666666666663,16.666666666666664
SO Hetmyer,Kartik Tyagi,5,13,14,0,260.0,0.0
SO Hetmyer,Kuldeep Yadav,2,1,1,0,50.0,0.0
SO Hetmyer,LH Ferguson,14,26,26,0,185.7142857142857,0.0
SO Hetmyer,M Jansen,5,6,7,0,120.0,0.0
SO Hetmyer,M Pathirana,12,8,10,1,66.66666666666666,8.333333333333332
SO Hetmyer,M Prasidh Krishna,8,8,8,1,100.0,12.5
SO Hetmyer,M Theekshana,4,2,2,1,50.0,25.0
SO Hetmyer,MA Starc,10,17,17,1,170.0,10.0
SO Hetmyer,MG Bracewell,9,13,13,0,144.44444444444443,0.0
SO Hetmyer,MM Ali,24,27,27,0,112.5,0.0
SO Hetmyer,MM Sharma,10,11,12,0,110.0,0.0
SO Hetmyer,MP Stoinis,2,1,1,0,50.0,0.0
SO Hetmyer,Mohammed Shami,7,15,15,2,214.28571428571428,28.57142857142857
SO Hetmyer,Mohammed Siraj,32,47,52,2,146.875,6.25
SO Hetmyer,Mukesh Kumar,11,23,24,0,209.0909090909091,0.0
SO Hetmyer,Mustafizur Rahman,4,1,1,1,25.0,25.0
SO Hetmyer,NT Ellis,13,21,21,0,161.53846153846155,0.0
SO Hetmyer,Naveen-ul-Haq,3,2,3,0,66.66666666666666,0.0
SO Hetmyer,Noor Ahmad,17,16,23,0,94.11764705882352,0.0
SO Hetmyer,PH Solanki,3,4,4,1,133.33333333333331,33.33333333333333
SO Hetmyer,PJ Cummins,13,17,18,0,130.76923076923077,0.0
SO Hetmyer,PVD Chameera,2,1,1,0,50.0,0.0
SO Hetmyer,PWH de Silva,15,14,14,1,93.33333333333331,6.666666666666667
SO Hetmyer,Prince Yadav,5,10,10,0,200.0,0.0
SO Hetmyer,R Ashwin,3,11,11,0,366.6666666666666,0.0
SO Hetmyer,R Powell,7,12,13,0,171.42857142857142,0.0
SO Hetmyer,R Sai Kishore,6,10,11,0,166.66666666666669,0.0
SO Hetmyer,R Tewatia,1,1,1,0,100.0,0.0
SO Hetmyer,RA Jadeja,4,4,4,0,100.0,0.0
SO Hetmyer,RD Chahar,10,11,12,0,110.0,0.0
SO Hetmyer,RJW Topley,2,5,5,0,250.0,0.0
SO Hetmyer,RP Meredith,13,20,23,0,153.84615384615387,0.0
SO Hetmyer,Rashid Khan,38,48,50,1,126.3157894736842,2.631578947368421
SO Hetmyer,Ravi Bishnoi,9,4,4,1,44.44444444444444,11.11111111111111
SO Hetmyer,S Kaul,2,1,1,1,50.0,50.0
SO Hetmyer,SH Johnson,4,5,7,0,125.0,0.0
SO Hetmyer,SM Curran,21,46,48,2,219.0476190476191,9.523809523809524
SO Hetmyer,SN Thakur,8,7,8,0,87.5,0.0
SO Hetmyer,SP Narine,16,16,19,0,100.0,0.0
SO Hetmyer,Shahbaz Ahmed,2,1,1,0,50.0,0.0
SO Hetmyer,Shivam Mavi,12,13,14,0,108.33333333333331,0.0
SO Hetmyer,Suyash Sharma,3,2,2,0,66.66666666666666,0.0
SO Hetmyer,T Natarajan,20,29,30,2,145.0,10.0
SO Hetmyer,T Shamsi,2,2,2,0,100.0,0.0
SO Hetmyer,TA Boult,5,8,8,0,160.0,0.0
SO Hetmyer,TG Southee,7,17,19,0,242.85714285714283,0.0
SO Hetmyer,TS Mills,4,11,11,0,275.0,0.0
SO Hetmyer,TU Deshpande,12,21,22,0,175.0,0.0
SO Hetmyer,UT Yadav,3,8,8,0,266.66666666666663,0.0
SO Hetmyer,VG Arora,2,3,3,0,150.0,0.0
SO Hetmyer,VR Iyer,2,1,1,1,50.0,50.0
SO Hetmyer,WD Parnell,1,1,1,0,100.0,0.0
SO Hetmyer,Washington Sundar,4,4,4,0,100.0,0.0
SO Hetmyer,YS Chahal,5,3,3,0,60.0,0.0
SO Hetmyer,Yash Dayal,6,12,12,0,200.0,0.0
SP Jackson,AF Milne,1,1,1,0,100.0,0.0
SP Jackson,DJ Bravo,2,2,2,0,100.0,0.0
SP Jackson,J Suchith,2,1,1,0,50.0,0.0
SP Jackson,JJ Bumrah,2,1,1,1,50.0,50.0
SP Jackson,M Ashwin,3,2,2,0,66.66666666666666,0.0
SP Jackson,M Prasidh Krishna,3,4,4,0,133.33333333333331,0.0
SP Jackson,OC McCoy,2,2,2,1,100.0,50.0
SP Jackson,PWH de Silva,1,0,0,1,0.0,100.0
SP Jackson,RP Meredith,2,2,2,0,100.0,0.0
SP Jackson,T Natarajan,1,0,0,0,0.0,0.0
SP Jackson,TA Boult,1,1,1,0,100.0,0.0
SP Jackson,Umran Malik,4,6,6,1,150.0,25.0
SP Jackson,YS Chahal,2,1,1,0,50.0,0.0
SP Narine,A Kamboj,8,14,14,0,175.0,0.0
SP Narine,A Nortje,8,11,11,1,137.5,12.5
SP Narine,AR Patel,8,17,17,1,212.5,12.5
SP Narine,AS Joseph,6,14,14,0,233.33333333333331,0.0
SP Narine,Akash Deep,13,22,24,0,169.23076923076923,0.0
SP Narine,Akash Singh,3,0,0,1,0.0,33.33333333333333
SP Narine,Arshdeep Singh,14,21,25,1,150.0,7.142857142857142
SP Narine,Avesh Khan,17,24,29,0,141.1764705882353,0.0
SP Narine,B Kumar,9,4,9,1,44.44444444444444,11.11111111111111
SP Narine,C Sakariya,4,5,5,0,125.0,0.0
SP Narine,D Jansen,3,1,3,0,33.33333333333333,0.0
SP Narine,DL Chahar,3,4,4,1,133.33333333333331,33.33333333333333
SP Narine,DS Rathi,1,0,0,1,0.0,100.0
SP Narine,DT Christian,6,19,21,0,316.66666666666663,0.0
SP Narine,G Coetzee,1,1,1,0,100.0,0.0
SP Narine,GJ Maxwell,2,2,2,0,100.0,0.0
SP Narine,HH Pandya,2,6,6,1,300.0,50.0
SP Narine,HV Patel,9,14,15,0,155.55555555555557,0.0
SP Narine,I Sharma,14,32,33,1,228.57142857142856,7.142857142857142
SP Narine,JC Archer,3,1,1,0,33.33333333333333,0.0
SP Narine,JD Unadkat,9,10,10,2,111.11111111111111,22.22222222222222
SP Narine,JJ Bumrah,6,1,1,2,16.666666666666664,33.33333333333333
SP Narine,JO Holder,4,8,8,1,200.0,25.0
SP Narine,JR Hazlewood,10,6,8,1,60.0,10.0
SP Narine,K Rabada,15,43,45,0,286.6666666666667,0.0
SP Narine,KH Pandya,6,16,16,0,266.66666666666663,0.0
SP Narine,KK Ahmed,18,25,29,0,138.88888888888889,0.0
SP Narine,KR Sen,10,21,26,0,210.0,0.0
SP Narine,Kuldeep Yadav,3,4,4,2,133.33333333333331,66.66666666666666
SP Narine,LB Williams,4,5,7,0,125.0,0.0
SP Narine,Lalit Yadav,1,0,0,1,0.0,100.0
SP Narine,M Jansen,9,10,11,2,111.11111111111111,22.22222222222222
SP Narine,M Markande,1,1,1,0,100.0,0.0
SP Narine,M Prasidh Krishna,3,1,1,0,33.33333333333333,0.0
SP Narine,M Theekshana,3,6,6,0,200.0,0.0
SP Narine,MA Starc,3,1,3,0,33.33333333333333,0.0
SP Narine,MP Stoinis,7,19,19,0,271.42857142857144,0.0
SP Narine,MR Marsh,8,6,8,1,75.0,12.5
SP Narine,Mayank Dagar,2,0,0,1,0.0,50.0
SP Narine,Mohammed Shami,7,1,3,2,14.285714285714285,28.57142857142857
SP Narine,Mohammed Siraj,25,31,36,1,124.0,4.0
SP Narine,Mohsin Khan,14,25,26,1,178.57142857142858,7.142857142857142
SP Narine,Mukesh Kumar,7,6,7,0,85.71428571428571,0.0
SP Narine,Mustafizur Rahman,5,1,2,0,20.0,0.0
SP Narine,N Thushara,1,0,1,0,0.0,0.0
SP Narine,Naveen-ul-Haq,3,10,10,0,333.33333333333337,0.0
SP Narine,Noor Ahmad,2,0,0,2,0.0,100.0
SP Narine,PJ Cummins,22,47,49,2,213.63636363636363,9.090909090909092
SP Narine,PVD Chameera,7,19,21,0,271.42857142857144,0.0
SP Narine,PWH de Silva,2,1,1,1,50.0,50.0
SP Narine,R Ashwin,41,73,82,1,178.0487804878049,2.4390243902439024
SP Narine,RA Jadeja,3,1,2,1,33.33333333333333,33.33333333333333
SP Narine,RD Chahar,9,13,13,1,144.44444444444443,11.11111111111111
SP Narine,RP Meredith,1,1,1,0,100.0,0.0
SP Narine,Rashid Khan,2,0,0,2,0.0,100.0
SP Narine,Rasikh Salam,21,43,46,1,204.7619047619048,4.761904761904762
SP Narine,Ravi Bishnoi,21,37,37,1,176.19047619047618,4.761904761904762
