Batter,Bowler,Balls Faced,Runs Scored (Batter),Total Runs (Incl. Extras),Wickets Taken,Strike Rate,Dismissal Rate
RA Jadeja,RD Chahar,34,29,31,1,85.29411765,2.941176471
RA Jadeja,Ravi Bishnoi,23,28,29,1,121.7391304,4.347826087
RA Jadeja,Sandeep Sharma,21,27,29,0,128.5714286,0
RA Jadeja,Suyash Sharma,28,50,52,0,178.5714286,0
RA Jadeja,Yash Thakur,22,25,26,0,113.6363636,0
RA Tripathi,AD Russell,22,41,44,3,186.3636364,13.63636364
RA Tripathi,Arshdeep Singh,27,30,32,0,111.1111111,0
RA Tripathi,CV Varun,23,38,39,0,165.2173913,0
RA Tripathi,HV Patel,21,28,30,2,133.3333333,9.523809524
RA Tripathi,Harpreet Brar,21,27,28,1,128.5714286,4.761904762
RA Tripathi,JJ Bumrah,22,43,43,0,195.4545455,0
RA Tripathi,KH Pandya,30,37,38,1,123.3333333,3.333333333
RA Tripathi,RD Chahar,31,55,55,2,177.4193548,6.451612903
RA Tripathi,Ravi Bishnoi,33,29,30,2,87.87878788,6.060606061
RA Tripathi,SP Narine,40,40,41,2,100,5
RA Tripathi,VG Arora,22,21,27,0,95.45454545,0
RD Gaikwad,A Nortje,32,46,57,2,143.75,6.25
RD Gaikwad,AR Patel,36,56,56,1,155.5555556,2.777777778
RD Gaikwad,AS Joseph,25,47,47,1,188,4
RD Gaikwad,Arshdeep Singh,38,40,43,3,105.2631579,7.894736842
RD Gaikwad,Avesh Khan,22,19,25,1,86.36363636,4.545454545
RD Gaikwad,B Kumar,49,69,70,0,140.8163265,0
RD Gaikwad,C Sakariya,21,13,14,1,61.9047619,4.761904762
RD Gaikwad,CV Varun,39,29,31,2,74.35897436,5.128205128
RD Gaikwad,K Rabada,40,46,47,3,115,7.5
RD Gaikwad,KK Ahmed,27,16,19,1,59.25925926,3.703703704
RD Gaikwad,M Jansen,20,30,30,0,150,0
RD Gaikwad,Mohammed Shami,60,45,47,0,75,0
RD Gaikwad,Mohammed Siraj,42,53,53,1,126.1904762,2.380952381
RD Gaikwad,RD Chahar,37,40,40,1,108.1081081,2.702702703
RD Gaikwad,Rashid Khan,66,108,108,2,163.6363636,3.03030303
RD Gaikwad,SM Curran,23,38,40,0,165.2173913,0
RD Gaikwad,SP Narine,34,51,51,1,150,2.941176471
RD Gaikwad,Sandeep Sharma,53,50,54,1,94.33962264,1.886792453
RD Gaikwad,T Natarajan,28,35,37,3,125,10.71428571
RD Gaikwad,TA Boult,27,34,36,2,125.9259259,7.407407407
RD Gaikwad,Umran Malik,23,40,41,0,173.9130435,0
RD Gaikwad,VG Arora,20,27,27,0,135,0
RD Gaikwad,YS Chahal,30,33,34,2,110,6.666666667
RD Gaikwad,Yash Dayal,32,52,52,2,162.5,6.25
RD Gaikwad,Yash Thakur,20,38,38,1,190,5
RG Sharma,AR Patel,25,30,34,1,120,4
RG Sharma,Arshdeep Singh,25,30,30,0,120,0
RG Sharma,B Kumar,34,52,52,0,152.9411765,0
RG Sharma,CV Varun,40,38,39,1,95,2.5
RG Sharma,DL Chahar,22,25,27,1,113.6363636,4.545454545
RG Sharma,HV Patel,25,28,30,1,112,4
RG Sharma,JD Unadkat,21,40,40,0,190.4761905,0
RG Sharma,KH Pandya,28,30,34,1,107.1428571,3.571428571
RG Sharma,KK Ahmed,44,30,36,2,68.18181818,4.545454545
RG Sharma,Mohammed Shami,40,46,48,2,115,5
RG Sharma,Mohammed Siraj,55,70,71,1,127.2727273,1.818181818
RG Sharma,Mohsin Khan,21,33,34,1,157.1428571,4.761904762
RG Sharma,Mustafizur Rahman,32,51,53,2,159.375,6.25
RG Sharma,PJ Cummins,26,35,35,4,134.6153846,15.38461538
RG Sharma,R Ashwin,20,25,25,1,125,5
RG Sharma,Rashid Khan,30,38,38,3,126.6666667,10
RG Sharma,Ravi Bishnoi,28,32,33,3,114.2857143,10.71428571
RG Sharma,SN Thakur,29,36,36,1,124.137931,3.448275862
RG Sharma,TU Deshpande,22,27,27,1,122.7272727,4.545454545
RG Sharma,UT Yadav,24,27,28,1,112.5,4.166666667
RK Singh,AR Patel,20,18,19,1,90,5
RK Singh,HV Patel,29,47,50,2,162.0689655,6.896551724
RK Singh,M Pathirana,27,28,32,1,103.7037037,3.703703704
RK Singh,RA Jadeja,22,40,41,0,181.8181818,0
RK Singh,T Natarajan,28,39,43,3,139.2857143,10.71428571
RM Patidar,R Ashwin,28,25,27,2,89.28571429,7.142857143
RM Patidar,Ravi Bishnoi,21,45,48,0,214.2857143,0
RM Patidar,YS Chahal,36,51,55,2,141.6666667,5.555555556
RR Pant,B Kumar,25,50,51,0,200,0
RR Pant,CV Varun,28,31,32,2,110.7142857,7.142857143
RR Pant,DJ Bravo,20,23,25,0,115,0
RR Pant,HV Patel,22,31,34,2,140.9090909,9.090909091
RR Pant,M Pathirana,23,41,42,2,178.2608696,8.695652174
RR Pant,Noor Ahmad,31,27,28,0,87.09677419,0
RR Pant,PJ Cummins,22,23,24,1,104.5454545,4.545454545
RR Pant,R Ashwin,23,25,25,0,108.6956522,0
RR Pant,RA Jadeja,27,34,35,1,125.9259259,3.703703704
RR Pant,Rashid Khan,41,56,58,0,136.5853659,0
RR Pant,Ravi Bishnoi,34,41,42,1,120.5882353,2.941176471
RR Pant,SP Narine,29,29,29,0,100,0
RR Pant,YS Chahal,26,40,40,2,153.8461538,7.692307692
RV Uthappa,Avesh Khan,20,40,46,0,200,0
Rahmanullah Gurbaz,B Kumar,20,22,23,1,110,5
S Dhawan,AS Joseph,20,30,30,0,150,0
S Dhawan,B Kumar,53,57,61,2,107.5471698,3.773584906
S Dhawan,CV Varun,49,49,54,2,100,4.081632653
S Dhawan,DJ Bravo,30,52,56,1,173.3333333,3.333333333
S Dhawan,DL Chahar,23,40,40,0,173.9130435,0
S Dhawan,J Suchith,24,32,34,0,133.3333333,0
S Dhawan,KK Ahmed,24,22,24,0,91.66666667,0
S Dhawan,LH Ferguson,35,31,38,1,88.57142857,2.857142857
S Dhawan,Mohammed Shami,30,47,48,0,156.6666667,0
S Dhawan,RA Jadeja,23,25,26,0,108.6956522,0
S Dhawan,Rashid Khan,35,31,33,3,88.57142857,8.571428571
S Dhawan,Ravi Bishnoi,24,33,33,1,137.5,4.166666667
S Dhawan,SN Thakur,26,35,38,3,134.6153846,11.53846154
S Dhawan,SP Narine,37,43,44,0,116.2162162,0
S Dhawan,T Natarajan,21,38,38,0,180.952381,0
S Dhawan,TA Boult,34,29,33,0,85.29411765,0
S Dhawan,TG Southee,20,26,26,1,130,5
S Dhawan,YS Chahal,21,40,40,0,190.4761905,0
S Dube,AS Joseph,31,32,43,1,103.2258065,3.225806452
S Dube,Arshdeep Singh,24,30,33,3,125,12.5
S Dube,C Green,20,19,20,1,95,5
S Dube,CV Varun,46,64,67,1,139.1304348,2.173913043
S Dube,GJ Maxwell,20,21,21,0,105,0
S Dube,JJ Bumrah,29,16,18,2,55.17241379,6.896551724
S Dube,LH Ferguson,28,26,29,1,92.85714286,3.571428571
S Dube,MM Sharma,25,30,32,1,120,4
S Dube,PWH de Silva,29,59,66,1,203.4482759,3.448275862
S Dube,R Ashwin,22,35,38,2,159.0909091,9.090909091
S Dube,SN Thakur,43,62,68,0,144.1860465,0
S Dube,SP Narine,47,43,43,0,91.4893617,0
S Dube,Suyash Sharma,24,38,38,0,158.3333333,0
S Dube,VG Arora,21,33,35,2,157.1428571,9.523809524
SA Yadav,Akash Deep,21,48,49,0,228.5714286,0
SA Yadav,Arshdeep Singh,37,42,46,3,113.5135135,8.108108108
SA Yadav,Avesh Khan,24,29,30,3,120.8333333,12.5
SA Yadav,CV Varun,40,37,38,0,92.5,0
SA Yadav,HV Patel,35,45,49,0,128.5714286,0
SA Yadav,Harpreet Brar,26,33,33,0,126.9230769,0
SA Yadav,JO Holder,24,41,43,1,170.8333333,4.166666667
SA Yadav,K Rabada,33,62,62,1,187.8787879,3.03030303
SA Yadav,KA Jamieson,24,42,42,1,175,4.166666667
SA Yadav,M Jansen,21,45,48,1,214.2857143,4.761904762
SA Yadav,Mohammed Siraj,21,48,51,1,228.5714286,4.761904762
SA Yadav,Noor Ahmad,43,55,57,2,127.9069767,4.651162791
SA Yadav,PJ Cummins,38,44,45,2,115.7894737,5.263157895
SA Yadav,R Ashwin,36,58,58,0,161.1111111,0
SA Yadav,R Sai Kishore,27,45,45,2,166.6666667,7.407407407
SA Yadav,RA Jadeja,26,34,36,2,130.7692308,7.692307692
SA Yadav,RD Chahar,27,37,37,0,137.037037,0
SA Yadav,Rashid Khan,58,92,93,0,158.6206897,0
SA Yadav,Ravi Bishnoi,52,85,85,3,163.4615385,5.769230769
SA Yadav,SM Curran,24,54,55,1,225,4.166666667
SA Yadav,SP Narine,45,57,59,0,126.6666667,0
SA Yadav,Vijaykumar Vyshak,29,43,45,2,148.2758621,6.896551724
SA Yadav,YS Chahal,42,58,60,2,138.0952381,4.761904762
SM Curran,YS Chahal,29,60,61,0,206.8965517,0
SO Hetmyer,Arshdeep Singh,33,47,50,1,142.4242424,3.03030303
SO Hetmyer,B Kumar,20,34,37,1,170,5
SO Hetmyer,HV Patel,41,55,58,1,134.1463415,2.43902439
SO Hetmyer,MM Ali,24,27,27,0,112.5,0
SO Hetmyer,Mohammed Siraj,32,47,52,2,146.875,6.25
SO Hetmyer,Rashid Khan,38,48,50,1,126.3157895,2.631578947
SO Hetmyer,SM Curran,21,46,48,2,219.047619,9.523809524
SO Hetmyer,T Natarajan,20,29,30,2,145,10
SP Narine,Mohammed Siraj,25,31,36,1,124,4
SP Narine,PJ Cummins,22,47,49,2,213.6363636,9.090909091
SP Narine,R Ashwin,41,73,82,1,178.0487805,2.43902439
SP Narine,Rasikh Salam,21,43,46,1,204.7619048,4.761904762
SP Narine,Ravi Bishnoi,21,37,37,1,176.1904762,4.761904762
SP Narine,Yash Dayal,24,34,45,1,141.6666667,4.166666667
SS Iyer,AR Patel,37,55,57,0,148.6486486,0
SS Iyer,JJ Bumrah,22,22,23,0,100,0
SS Iyer,JR Hazlewood,21,10,10,4,47.61904762,19.04761905
SS Iyer,K Rabada,20,38,41,0,190,0
SS Iyer,Kuldeep Yadav,34,50,52,3,147.0588235,8.823529412
SS Iyer,M Prasidh Krishna,22,51,51,0,231.8181818,0
SS Iyer,Mohsin Khan,22,6,8,0,27.27272727,0
SS Iyer,R Ashwin,24,36,37,0,150,0
SS Iyer,RA Jadeja,24,27,27,0,112.5,0
SS Iyer,Rashid Khan,22,31,32,0,140.9090909,0
SS Iyer,SN Thakur,25,33,35,0,132,0
SS Iyer,TA Boult,32,45,47,1,140.625,3.125
SS Iyer,YS Chahal,24,25,28,2,104.1666667,8.333333333
SV Samson,Arshdeep Singh,37,66,66,1,178.3783784,2.702702703
SV Samson,Avesh Khan,25,28,29,0,112,0
SV Samson,B Kumar,31,30,30,2,96.77419355,6.451612903
SV Samson,CV Varun,24,39,40,0,162.5,0
SV Samson,HV Patel,21,25,25,2,119.047619,9.523809524
SV Samson,JJ Bumrah,20,18,25,0,90,0
SV Samson,JO Holder,21,21,22,2,100,9.523809524
SV Samson,K Rabada,20,26,28,2,130,10
SV Samson,KH Pandya,28,33,33,1,117.8571429,3.571428571
SV Samson,KK Ahmed,55,74,82,1,134.5454545,1.818181818
SV Samson,MM Sharma,24,23,26,0,95.83333333,0
SV Samson,Mohammed Shami,32,59,59,0,184.375,0
SV Samson,Mohammed Siraj,24,21,21,1,87.5,4.166666667
SV Samson,Mohsin Khan,23,45,46,0,195.6521739,0
SV Samson,Mukesh Kumar,23,43,43,1,186.9565217,4.347826087
SV Samson,PWH de Silva,32,38,39,3,118.75,9.375
SV Samson,R Ashwin,20,27,29,1,135,5
SV Samson,RA Jadeja,29,22,23,1,75.86206897,3.448275862
SV Samson,Rashid Khan,56,77,80,1,137.5,1.785714286
SV Samson,Ravi Bishnoi,25,49,50,0,196,0
SV Samson,SN Thakur,20,31,33,1,155,5
SV Samson,SP Narine,37,27,35,0,72.97297297,0
SV Samson,Simarjeet Singh,23,28,35,1,121.7391304,4.347826087
SV Samson,T Natarajan,22,31,33,1,140.9090909,4.545454545
SV Samson,UT Yadav,26,40,43,0,153.8461538,0
SV Samson,YS Chahal,20,31,31,0,155,0
SV Samson,Yash Thakur,22,50,53,0,227.2727273,0
Shashank Singh,B Kumar,20,34,36,1,170,5
Shashank Singh,JR Hazlewood,24,45,46,0,187.5,0
Shashank Singh,Noor Ahmad,26,41,44,0,157.6923077,0
Shashank Singh,RA Jadeja,21,25,25,1,119.047619,4.761904762
Shubman Gill,AR Patel,48,65,65,0,135.4166667,0
Shubman Gill,Arshdeep Singh,41,51,53,1,124.3902439,2.43902439
Shubman Gill,Avesh Khan,51,65,65,4,127.4509804,7.843137255
Shubman Gill,B Kumar,44,45,46,3,102.2727273,6.818181818
Shubman Gill,CV Varun,27,42,47,0,155.5555556,0
Shubman Gill,DL Chahar,60,77,81,5,128.3333333,8.333333333
Shubman Gill,HH Pandya,20,18,22,1,90,5
Shubman Gill,HV Patel,47,61,64,1,129.787234,2.127659574
Shubman Gill,Harpreet Brar,28,36,36,0,128.5714286,0
Shubman Gill,I Sharma,22,29,30,1,131.8181818,4.545454545
Shubman Gill,JD Unadkat,27,31,31,0,114.8148148,0
Shubman Gill,JJ Bumrah,23,19,19,2,82.60869565,8.695652174
Shubman Gill,K Kartikeya,22,34,34,1,154.5454545,4.545454545
Shubman Gill,K Rabada,55,76,77,2,138.1818182,3.636363636
Shubman Gill,KH Pandya,39,43,43,1,110.2564103,2.564102564
Shubman Gill,Kuldeep Yadav,25,42,43,0,168,0
Shubman Gill,M Jansen,34,38,43,0,111.7647059,0
Shubman Gill,M Theekshana,23,32,35,1,139.1304348,4.347826087
Shubman Gill,MJ Santner,27,43,43,0,159.2592593,0
Shubman Gill,Mohammed Shami,26,45,45,1,173.0769231,3.846153846
Shubman Gill,Mohammed Siraj,43,52,56,1,120.9302326,2.325581395
Shubman Gill,Mustafizur Rahman,29,30,31,1,103.4482759,3.448275862
Shubman Gill,PP Chawla,24,45,45,1,187.5,4.166666667
Shubman Gill,PVD Chameera,24,32,38,1,133.3333333,4.166666667
Shubman Gill,R Ashwin,55,84,88,1,152.7272727,1.818181818
Shubman Gill,RA Jadeja,45,63,64,1,140,2.222222222
Shubman Gill,RD Chahar,29,48,50,1,165.5172414,3.448275862
Shubman Gill,SN Thakur,37,46,50,0,124.3243243,0
Shubman Gill,SP Narine,25,35,36,2,140,8
Shubman Gill,Sandeep Sharma,33,29,32,2,87.87878788,6.060606061
Shubman Gill,Shahbaz Ahmed,22,28,31,1,127.2727273,4.545454545
Shubman Gill,T Natarajan,24,43,43,0,179.1666667,0
Shubman Gill,TA Boult,51,60,61,1,117.6470588,1.960784314
Shubman Gill,TU Deshpande,38,60,62,2,157.8947368,5.263157895
Shubman Gill,VG Arora,24,37,37,1,154.1666667,4.166666667
Shubman Gill,YS Chahal,48,58,59,3,120.8333333,6.25
Shubman Gill,Zeeshan Ansari,22,35,35,0,159.0909091,0
T Stubbs,Sandeep Sharma,23,54,55,1,234.7826087,4.347826087
TH David,SM Curran,20,41,45,0,205,0
TM Head,A Kamboj,22,34,36,1,154.5454545,4.545454545
TM Head,Avesh Khan,20,44,46,1,220,5
TM Head,DL Chahar,20,22,23,0,110,0
TM Head,Sandeep Sharma,23,25,27,1,108.6956522,4.347826087
TM Head,TA Boult,27,27,29,1,100,3.703703704
TM Head,WG Jacks,21,29,32,2,138.0952381,9.523809524
TM Head,YS Chahal,22,48,48,1,218.1818182,4.545454545
Tilak Varma,Akash Deep,20,31,31,1,155,5
Tilak Varma,Avesh Khan,24,30,32,0,125,0
Tilak Varma,CV Varun,22,32,33,1,145.4545455,4.545454545
Tilak Varma,HV Patel,22,38,41,0,172.7272727,0
Tilak Varma,Kuldeep Yadav,45,64,66,0,142.2222222,0
Tilak Varma,M Markande,24,37,40,0,154.1666667,0
Tilak Varma,Mohammed Siraj,20,25,30,1,125,5
Tilak Varma,PJ Cummins,25,34,35,1,136,4
Tilak Varma,R Ashwin,50,60,62,1,120,2
Tilak Varma,RA Jadeja,37,49,49,1,132.4324324,2.702702703
Tilak Varma,Rashid Khan,26,26,27,2,100,7.692307692
Tilak Varma,Ravi Bishnoi,30,49,50,1,163.3333333,3.333333333
Tilak Varma,Suyash Sharma,20,22,24,1,110,5
Tilak Varma,TA Boult,33,34,43,0,103.030303,0
Tilak Varma,YS Chahal,45,72,73,1,160,2.222222222
V Kohli,AR Patel,30,33,33,0,110,0
V Kohli,Arshdeep Singh,58,91,100,2,156.8965517,3.448275862
V Kohli,Avesh Khan,46,75,79,3,163.0434783,6.52173913
V Kohli,B Kumar,38,65,66,2,171.0526316,5.263157895
V Kohli,CV Varun,32,40,40,1,125,3.125
V Kohli,DL Chahar,25,34,37,0,136,0
V Kohli,HV Patel,23,37,40,1,160.8695652,4.347826087
V Kohli,Harpreet Brar,68,74,79,2,108.8235294,2.941176471
V Kohli,Harshit Rana,24,33,33,1,137.5,4.166666667
V Kohli,I Sharma,22,36,37,1,163.6363636,4.545454545
V Kohli,JC Archer,33,45,51,1,136.3636364,3.03030303
V Kohli,JD Unadkat,30,30,32,2,100,6.666666667
V Kohli,JJ Bumrah,23,35,37,2,152.173913,8.695652174
V Kohli,KH Pandya,56,58,59,0,103.5714286,0
V Kohli,KK Ahmed,21,35,36,0,166.6666667,0
V Kohli,Kuldeep Yadav,29,38,38,0,131.0344828,0
V Kohli,LH Ferguson,21,24,24,0,114.2857143,0
V Kohli,M Jansen,20,26,28,1,130,5
V Kohli,M Theekshana,23,28,29,0,121.7391304,0
V Kohli,MA Starc,32,59,64,1,184.375,3.125
V Kohli,MJ Santner,23,32,32,1,139.1304348,4.347826087
V Kohli,Mohammed Shami,49,63,71,1,128.5714286,2.040816327
V Kohli,Noor Ahmad,45,63,64,2,140,4.444444444
V Kohli,PWH de Silva,20,27,27,0,135,0
V Kohli,R Ashwin,26,21,23,0,80.76923077,0
V Kohli,R Sai Kishore,24,27,27,0,112.5,0
V Kohli,RA Jadeja,47,56,60,1,119.1489362,2.127659574
V Kohli,RD Chahar,35,37,38,0,105.7142857,0
V Kohli,Rashid Khan,50,68,68,1,136,2
V Kohli,Ravi Bishnoi,34,24,28,1,70.58823529,2.941176471
V Kohli,SM Curran,45,70,74,2,155.5555556,4.444444444
V Kohli,SP Narine,35,37,37,2,105.7142857,5.714285714
V Kohli,Sandeep Sharma,34,59,60,0,173.5294118,0
V Kohli,T Natarajan,29,53,54,0,182.7586207,0
V Kohli,TA Boult,46,55,58,1,119.5652174,2.173913043
V Kohli,YS Chahal,48,63,64,1,131.25,2.083333333
V Kohli,Yash Dayal,26,48,48,0,184.6153846,0
V Shankar,Kuldeep Yadav,24,31,31,1,129.1666667,4.166666667
VR Iyer,AR Patel,24,26,27,2,108.3333333,8.333333333
VR Iyer,B Kumar,37,49,52,0,132.4324324,0
VR Iyer,HV Patel,30,30,33,3,100,10
VR Iyer,JJ Bumrah,28,33,38,2,117.8571429,7.142857143
VR Iyer,M Jansen,20,14,17,3,70,15
VR Iyer,Mohammed Siraj,37,31,34,0,83.78378378,0
VR Iyer,NT Ellis,21,33,35,0,157.1428571,0
VR Iyer,PP Chawla,22,18,18,1,81.81818182,4.545454545
VR Iyer,R Ashwin,32,36,37,0,112.5,0
VR Iyer,RD Chahar,25,26,27,1,104,4
VR Iyer,Rashid Khan,28,32,33,1,114.2857143,3.571428571
VR Iyer,Ravi Bishnoi,28,30,33,1,107.1428571,3.571428571
VR Iyer,TA Boult,21,19,20,0,90.47619048,0
VR Iyer,YS Chahal,20,39,39,2,195,10
WG Jacks,Rashid Khan,22,40,44,1,181.8181818,4.545454545
WP Saha,Arshdeep Singh,27,42,46,2,155.5555556,7.407407407
WP Saha,DL Chahar,52,67,68,3,128.8461538,5.769230769
WP Saha,K Rabada,30,38,44,4,126.6666667,13.33333333
WP Saha,KK Ahmed,29,37,41,1,127.5862069,3.448275862
WP Saha,Mohammed Siraj,30,17,27,3,56.66666667,10
WP Saha,Mohsin Khan,20,32,34,1,160,5
WP Saha,Mukesh Choudhary,21,26,26,0,123.8095238,0
WP Saha,RA Jadeja,22,27,27,2,122.7272727,9.090909091
WP Saha,Ravi Bishnoi,23,20,23,0,86.95652174,0
WP Saha,UT Yadav,23,22,25,1,95.65217391,4.347826087
YBK Jaiswal,AU Rashid,22,30,30,0,136.3636364,0
YBK Jaiswal,Arshdeep Singh,39,58,63,2,148.7179487,5.128205128
YBK Jaiswal,B Kumar,59,101,104,0,171.1864407,0
YBK Jaiswal,CV Varun,20,24,25,0,120,0
YBK Jaiswal,JR Hazlewood,32,81,81,3,253.125,9.375
YBK Jaiswal,KK Ahmed,30,58,61,2,193.3333333,6.666666667
YBK Jaiswal,M Jansen,30,56,58,1,186.6666667,3.333333333
YBK Jaiswal,MM Ali,23,21,21,2,91.30434783,8.695652174
YBK Jaiswal,MP Stoinis,20,26,26,2,130,10
YBK Jaiswal,Mohammed Shami,33,38,41,0,115.1515152,0
YBK Jaiswal,Mohammed Siraj,48,60,64,1,125,2.083333333
YBK Jaiswal,Mohsin Khan,20,31,31,1,155,5
YBK Jaiswal,PP Chawla,23,46,46,0,200,0
YBK Jaiswal,RD Chahar,23,37,37,1,160.8695652,4.347826087
YBK Jaiswal,RP Meredith,20,45,46,0,225,0
YBK Jaiswal,Rashid Khan,21,21,25,1,100,4.761904762
YBK Jaiswal,SM Curran,31,45,46,1,145.1612903,3.225806452
YBK Jaiswal,SN Thakur,22,45,45,0,204.5454545,0
YBK Jaiswal,Sandeep Sharma,31,53,54,1,170.9677419,3.225806452
YBK Jaiswal,Yash Dayal,32,61,61,2,190.625,6.25
